city,st,state,lat,lon,county,zip
Parker,IN,Indiana,0,0,null,null
Patoka,IN,Indiana,38.40556,-87.58639,Gibson,47666
Patriot,IN,Indiana,38.83833,-84.82778,Switzerland,47038
Pendleton,IN,Indiana,40.00278,-85.74667,Madison,46064
Pennville,IN,Indiana,40.49333,-85.1475,Jay,47369
Perrysville,IN,Indiana,40.05222,-87.43528,Vermillion,47974
Peru,IN,Indiana,40.75778,-86.06778,Miami,46970-46971
Petersburg,IN,Indiana,38.49167,-87.28028,Pike,47567
Pierceton,IN,Indiana,41.19972,-85.70667,Kosciusko,46562
Pine,IN,Indiana,0,0,null,null
Pittsboro,IN,Indiana,39.86722,-86.46139,Hendricks,46167
Plainfield,IN,Indiana,39.6975,-86.38472,Hendricks,46168
Plainville,IN,Indiana,38.80556,-87.15194,Daviess,47568
Plymouth,IN,Indiana,41.34389,-86.3125,Marshall,46563
Poneto,IN,Indiana,40.65611,-85.22222,Wells,46781
Portage,IN,Indiana,41.58194,-87.18667,Porter,46368
Porter,IN,Indiana,41.62611,-87.07167,Porter,46304
Portland,IN,Indiana,40.43389,-84.98,Jay,47371
Poseyville,IN,Indiana,38.16917,-87.78361,Posey,47633
Pottawattamie Park,IN,Indiana,41.72083,-86.86722,LaPorte,null
Prince's Lakes,IN,Indiana,39.35083,-86.10917,Johnson,null
Princeton,IN,Indiana,38.35361,-87.57056,Gibson,47670
Redkey,IN,Indiana,40.34944,-85.15111,Jay,47373
Remington,IN,Indiana,40.76278,-87.15167,Jasper,47977
Rensselaer,IN,Indiana,40.93806,-87.15139,Jasper,47978
Reynolds,IN,Indiana,40.75,-86.87361,White,47980
Richland,IN,Indiana,0,0,null,null
Richmond,IN,Indiana,39.83028,-84.89056,Wayne,47374-47375
Ridgeville,IN,Indiana,40.29083,-85.02917,Randolph,47380
Riley,IN,Indiana,39.38972,-87.30056,Vigo,47871
Rising Sun,IN,Indiana,38.95,-84.85667,Ohio,47040
River Forest,IN,Indiana,40.10944,-85.72944,Madison,null
Roachdale,IN,Indiana,39.85028,-86.80028,Putnam,46172
Roann,IN,Indiana,40.91111,-85.92361,Wabash,46974
Roanoke,IN,Indiana,40.96417,-85.37444,Huntington,46783
Rochester,IN,Indiana,41.06194,-86.20667,Fulton,46975
Rockport,IN,Indiana,37.88361,-87.05306,Spencer,47635
Rockville,IN,Indiana,39.76528,-87.22889,Parke,47872
Rocky Ripple,IN,Indiana,39.84722,-86.17306,Marion,null
Rome,IN,Indiana,37.92333,-86.52361,Perry,47574
Rosedale,IN,Indiana,39.62306,-87.28111,Parke,47874
Roseland,IN,Indiana,41.71861,-86.25167,St. Joseph,null
Rossville,IN,Indiana,40.41917,-86.59639,Clinton,46065
Royal Center,IN,Indiana,40.86389,-86.49972,Cass,46978
Rushville,IN,Indiana,39.61444,-85.44861,Rush,46173
Russellville,IN,Indiana,39.85722,-86.98333,Putnam,46175
Russiaville,IN,Indiana,40.41889,-86.27194,Howard,46979
St. Joe,IN,Indiana,41.31472,-84.90083,DeKalb,null
St. John,IN,Indiana,41.44833,-87.47667,Lake,46373
St. Leon,IN,Indiana,39.28722,-84.96722,Dearborn,null
St. Paul,IN,Indiana,39.42833,-85.62917,Decatur,47272
Salamonia,IN,Indiana,40.38194,-84.86611,Jay,47381
Salem,IN,Indiana,38.60417,-86.09889,Washington,47167
Saltillo,IN,Indiana,38.66417,-86.28972,Washington,null
Sandborn,IN,Indiana,38.89611,-87.18528,Knox,47578
Santa Claus,IN,Indiana,38.11889,-86.92139,Spencer,47579
Saratoga,IN,Indiana,40.23722,-84.91722,Randolph,47382
Schererville,IN,Indiana,41.48917,-87.44306,Lake,46375
Schneider,IN,Indiana,41.18833,-87.44833,Lake,46376
Scottsburg,IN,Indiana,38.685361,-85.7695972,Scott,47170
Seelyville,IN,Indiana,39.49222,-87.26639,Vigo,47878
Sellersburg,IN,Indiana,38.38694,-85.7575,Clark,47172
Selma,IN,Indiana,40.19111,-85.2725,Delaware,47383
Seymour,IN,Indiana,38.95722,-85.88889,Jackson,47274
Shadeland,IN,Indiana,40.37333,-86.94917,Tippecanoe,47909
Shamrock Lakes,IN,Indiana,40.41139,-85.42694,Blackford,47348
Sharpsville,IN,Indiana,40.37889,-86.08667,Tipton,46068
Shelburn,IN,Indiana,39.17944,-87.39694,Sullivan,47879
Shelbyville,IN,Indiana,39.52194,-85.77639,Shelby,46176
Sheridan,IN,Indiana,40.13389,-86.22,Hamilton,46069
Shipshewana,IN,Indiana,41.67694,-85.58,LaGrange,46565
Shirley,IN,Indiana,39.89056,-85.57972,Hancock,47384
Shoals,IN,Indiana,38.66639,-86.7925,Martin,47581
Sidney,IN,Indiana,41.10528,-85.74306,Kosciusko,46566
Silver Lake,IN,Indiana,41.0725,-85.89056,Kosciusko,46982
Somerville,IN,Indiana,38.27806,-87.3775,Gibson,47683
South Bend,IN,Indiana,41.67639,-86.25028,St. Joseph,"46601, 46604, 46612–46617, 46619–46620, 46624, 46626, 46628–46629, 46634–46635, 46637, 46660, 46680, 46699"
Southport,IN,Indiana,39.66139,-86.11861,Marion,46227
South Whitley,IN,Indiana,41.08583,-85.62722,Whitley,46787
Speedway,IN,Indiana,39.79194,-86.25,Marion,46224
Spencer,IN,Indiana,39.28694,-86.76417,Owen,47460
Spiceland,IN,Indiana,39.83778,-85.43611,Henry,47385
Spring Grove,IN,Indiana,39.84722,-84.89056,Wayne,47374
Spring Hill,IN,Indiana,39.83278,-86.1925,Marion,null
Spring Lake,IN,Indiana,39.77694,-85.85444,Hancock,null
Springport,IN,Indiana,40.04694,-85.39278,Henry,47386
Spurgeon,IN,Indiana,38.25361,-87.25778,Pike,47584
State Line,IN,Indiana,40.19667,-87.52722,Warren,47982
Staunton,IN,Indiana,39.48722,-87.18833,Clay,47881
Stilesville,IN,Indiana,39.63944,-86.63278,Hendricks,46180
Stinesville,IN,Indiana,39.29917,-86.65,Monroe,47464
Straughn,IN,Indiana,39.80833,-85.29028,Henry,47387
Sullivan,IN,Indiana,39.09694,-87.40639,Sullivan,"47864, 47882"
Sulphur Springs,IN,Indiana,40.00528,-85.44472,Henry,47388
Summitville,IN,Indiana,40.33722,-85.64306,Madison,46070
Sunman,IN,Indiana,39.23639,-85.09389,Ripley,47041
Swayzee,IN,Indiana,40.50694,-85.82528,Grant,46986
Sweetser,IN,Indiana,40.56972,-85.76694,Grant,46987
Switz,IN,Indiana,0,0,null,null
Syracuse,IN,Indiana,41.42333,-85.75,Kosciusko,46567
Tell,IN,Indiana,0,0,null,null
Tennyson,IN,Indiana,38.08167,-87.11889,Warrick,47637
Terre Haute,IN,Indiana,39.46972,-87.38972,Vigo,"47801-47805, 47807-47809"
Thorn,IN,Indiana,0,0,null,null
Tipton,IN,Indiana,40.285,-86.04028,Tipton,46072
Topeka,IN,Indiana,41.53889,-85.54,LaGrange,46571
 of Pines,IN,Indiana,0,0,null,null
Trafalgar,IN,Indiana,39.41417,-86.15333,Johnson,46181
Trail Creek,IN,Indiana,41.69722,-86.85722,LaPorte,46360
Troy,IN,Indiana,37.99389,-86.79944,Perry,47588
Ulen,IN,Indiana,40.06417,-86.46333,Boone,46052
Union,IN,Indiana,38.46528,-87.43472,Pike,47640
Uniondale,IN,Indiana,40.82944,-85.2425,Wells,46791
Universal,IN,Indiana,39.62167,-87.45306,Vermillion,47884
Upland,IN,Indiana,40.46722,-85.5,Grant,46989
Utica,IN,Indiana,38.33444,-85.655,Clark,47130
Valparaiso,IN,Indiana,41.47611,-87.05694,Porter,46383-46385
Van Buren,IN,Indiana,40.61694,-85.50639,Grant,46991
Veedersburg,IN,Indiana,40.11389,-87.26028,Fountain,47987
Vera Cruz,IN,Indiana,40.70083,-85.07889,Wells,46714
Vernon,IN,Indiana,38.985,-85.61,Jennings,47282
Versailles,IN,Indiana,39.0675,-85.255,Ripley,47042
Vevay,IN,Indiana,38.74583,-85.07111,Switzerland,47043
Vincennes,IN,Indiana,38.67833,-87.51611,Knox,47591
Wabash,IN,Indiana,40.80083,-85.82722,Wabash,46992
Wakarusa,IN,Indiana,41.53444,-86.01611,Elkhart,46573
Walkerton,IN,Indiana,41.46389,-86.48444,St. Joseph,46574
Wallace,IN,Indiana,39.98722,-87.14806,Fountain,47988
Walton,IN,Indiana,40.66222,-86.24194,Cass,46994
Wanatah,IN,Indiana,41.42972,-86.89861,LaPorte,46390
Warren,IN,Indiana,40.685,-85.42333,Huntington,46792
Warren Park,IN,Indiana,39.78083,-86.05222,Marion,null
Warsaw,IN,Indiana,41.24056,-85.84694,Kosciusko,46580-46582
Washington,IN,Indiana,38.65833,-87.175,Daviess,47501
Waterloo,IN,Indiana,41.43139,-85.0225,DeKalb,46793
Waveland,IN,Indiana,39.87833,-87.04306,Montgomery,47989
Wayne,IN,Indiana,39.88833,-84.92556,Wayne,47392
West Baden Springs,IN,Indiana,38.56694,-86.61167,Orange,47469
West College Corner,IN,Indiana,39.56944,-84.8175,Union,47003
Westfield,IN,Indiana,40.03222,-86.12889,Hamilton,"46074, 46032 (part), 46033 (part), 46062 (part)"
West Harrison,IN,Indiana,39.26139,-84.82083,Dearborn,47060
West Lafayette,IN,Indiana,40.44194,-86.9125,Tippecanoe,47906
West Lebanon,IN,Indiana,40.27056,-87.38583,Warren,47991
Westport,IN,Indiana,39.17611,-85.57417,Decatur,47283
West Terre Haute,IN,Indiana,39.46361,-87.44889,Vigo,47885
Westville,IN,Indiana,41.54583,-86.90417,LaPorte,46391
Wheatfield,IN,Indiana,41.19139,-87.0525,Jasper,46392
Wheatland,IN,Indiana,38.66417,-87.30778,Knox,47597
Whiteland,IN,Indiana,39.54944,-86.08611,Johnson,46184
Whites,IN,Indiana,0,0,null,null
Whitewater,IN,Indiana,39.94361,-84.83028,Wayne,47374
Whiting,IN,Indiana,41.67611,-87.49056,Lake,46394
Wilkinson,IN,Indiana,39.88472,-85.60833,Hancock,46186
Williams Creek,IN,Indiana,39.90139,-86.14944,Marion,null
Williamsport,IN,Indiana,40.28694,-87.29194,Warren,47993
Winamac,IN,Indiana,41.05,-86.6,Pulaski,46996
Winchester,IN,Indiana,40.17306,-84.9775,Randolph,47394
Windfall,IN,Indiana,40.36222,-85.95694,Tipton,46076
Winfield,IN,Indiana,41.41278,-87.26083,Lake,46307
Wingate,IN,Indiana,40.17278,-87.07361,Montgomery,47994
Winona Lake,IN,Indiana,41.22083,-85.81722,Kosciusko,46590
Winslow,IN,Indiana,38.38222,-87.21389,Pike,47598
Wolcott,IN,Indiana,40.75889,-87.04222,White,47995
Wolcottville,IN,Indiana,41.52556,-85.36611,LaGrange,46795
Woodburn,IN,Indiana,41.12611,-84.85278,Allen,46797
Woodlawn Heights,IN,Indiana,40.11833,-85.69556,Madison,null
Worthington,IN,Indiana,39.11861,-86.97972,Greene,47471
Wynnedale,IN,Indiana,39.83083,-86.19917,Marion,46228
Yeoman,IN,Indiana,40.66806,-86.72361,Carroll,47997
York,IN,Indiana,41.68833,-84.8225,Steuben,46737
Zanesville,IN,Indiana,40.91583,-85.28139,Allen,46799
Zionsville,IN,Indiana,39.95306,-86.26944,Boone,46077
Ackley,IA,Iowa,42.5525,-93.05389,Franklin,50601
Ackworth,IA,Iowa,41.365,-93.47333,Warren,50001
Adair,IA,Iowa,41.5,-94.64389,Adair,50002
Adel,IA,Iowa,41.61667,-94.02167,Dallas,50003
Afton,IA,Iowa,41.02806,-94.19694,Union,50830
Agency,IA,Iowa,40.99556,-92.3075,Wapello,52530
Ainsworth,IA,Iowa,41.29028,-91.55417,Washington,52201
Akron,IA,Iowa,42.82528,-96.55667,Plymouth,51001
Albert,IA,Iowa,0,0,null,null
Albia,IA,Iowa,41.02667,-92.80528,Monroe,52531
Albion,IA,Iowa,42.11167,-92.99083,Marshall,50005
Alburnett,IA,Iowa,42.14917,-91.61972,Linn,52202
Alden,IA,Iowa,42.51694,-93.37583,Hardin,"50006, 50043"
Alexander,IA,Iowa,42.80472,-93.4775,Franklin,50420
Algona,IA,Iowa,43.07028,-94.22972,Kossuth,50511
Alleman,IA,Iowa,41.81889,-93.61111,Polk,50007
Allerton,IA,Iowa,40.70722,-93.36722,Wayne,50008
Allison,IA,Iowa,42.75333,-92.79472,Butler,50602
Alta,IA,Iowa,42.67194,-95.30472,Buena Vista,51002
Alta Vista,IA,Iowa,43.19917,-92.41583,Chickasaw,50603
Alton,IA,Iowa,42.98694,-96.01139,Sioux,51003
Altoona,IA,Iowa,41.65,-93.4725,Polk,50009
Alvord,IA,Iowa,43.34222,-96.30361,Lyon,51230
Ames,IA,Iowa,42.03472,-93.62,Story,"50010, 50011-50013 (UNIQUE ZIP Codes™-for Iowa State University), 50014"
Anamosa,IA,Iowa,42.10889,-91.28139,Jones,52205
Andover,IA,Iowa,41.97889,-90.25167,Clinton,52701
Andrew,IA,Iowa,42.154059,-90.591765,Jackson,52030
Anita,IA,Iowa,41.44667,-94.76556,Cass,50020
Ankeny,IA,Iowa,41.72667,-93.60417,Polk,"50023, 50021, 50015"
Anthon,IA,Iowa,42.38778,-95.86639,Woodbury,51004
Aplington,IA,Iowa,42.5825,-92.8825,Butler,50604
Arcadia,IA,Iowa,42.08694,-95.04556,Carroll,51430
Archer,IA,Iowa,43.11528,-95.74444,O'Brien,51231
Aredale,IA,Iowa,42.835,-93.00472,Butler,50605
Arion,IA,Iowa,41.94917,-95.46306,Crawford,51520
Arispe,IA,Iowa,40.94889,-94.21889,Union,50831
Arlington,IA,Iowa,42.74806,-91.67167,Fayette,50606
Armstrong,IA,Iowa,43.39583,-94.48083,Emmet,50514
Arnolds Park,IA,Iowa,43.36556,-95.12972,Dickinson,51331
Arthur,IA,Iowa,42.33528,-95.34667,Ida,51431
Asbury,IA,Iowa,42.51556,-90.76333,Dubuque,52002
Ashton,IA,Iowa,43.31194,-95.79167,Osceola,51232
Aspinwall,IA,Iowa,41.91139,-95.135,Crawford,51432
Atalissa,IA,Iowa,41.57167,-91.16667,Muscatine,52720
Atkins,IA,Iowa,41.99472,-91.86111,Benton,52206
Atlantic,IA,Iowa,41.40139,-95.01083,Cass,50022
Auburn,IA,Iowa,42.25083,-94.87722,Sac,51433
Audubon,IA,Iowa,41.72028,-94.92833,Audubon,50025
Aurelia,IA,Iowa,42.71417,-95.43472,Cherokee,51005
Aurora,IA,Iowa,42.61806,-91.72861,Buchanan,50607
Avoca,IA,Iowa,41.483,-95.333,Pottawattamie,51521
Ayrshire,IA,Iowa,43.03861,-94.83472,Palo Alto,50515
Badger,IA,Iowa,42.61528,-94.14444,Webster,50516
Bagley,IA,Iowa,41.84667,-94.42889,Guthrie,50026
Baldwin,IA,Iowa,42.07389,-90.84056,Jackson,52207
Ball,IA,Iowa,0,0,null,null
Bancroft,IA,Iowa,43.29278,-94.21694,Kossuth,50517
Bankston,IA,Iowa,42.50917,-90.96,Dubuque,52045
Barnes,IA,Iowa,0,0,null,null
Barnum,IA,Iowa,42.50667,-94.36444,Webster,50518
Bassett,IA,Iowa,43.06222,-92.51583,Chickasaw,50645
Batavia,IA,Iowa,40.9975,-92.16778,Jefferson,52533
Battle Creek,IA,Iowa,42.31694,-95.59944,Ida,51006
Baxter,IA,Iowa,41.82444,-93.15083,Jasper,50028
Bayard,IA,Iowa,41.85222,-94.55722,Guthrie,50029
Beacon,IA,Iowa,41.27583,-92.68083,Mahaska,52534
Beaconsfield,IA,Iowa,40.80806,-94.05056,Ringgold,50074
Beaman,IA,Iowa,42.22,-92.82306,Grundy,50609
Beaver,IA,Iowa,42.03778,-94.14111,Boone,50031
Bedford,IA,Iowa,40.66833,-94.72111,Taylor,50833
Belle Plaine,IA,Iowa,41.89667,-92.2775,Benton,52208
Bellevue,IA,Iowa,42.25917,-90.42639,Jackson,52031
Belmond,IA,Iowa,42.84722,-93.61222,Wright,50421
Bennett,IA,Iowa,41.74083,-90.97444,Cedar,52721
Benton,IA,Iowa,40.70583,-94.35778,Ringgold,50835
Berkley,IA,Iowa,41.94611,-94.11389,Boone,50220
Bernard,IA,Iowa,42.31361,-90.83111,Dubuque,52032
Bertram,IA,Iowa,41.95,-91.53444,Linn,null
Bettendorf,IA,Iowa,41.55,-90.49361,Scott,52722
Bevington,IA,Iowa,41.36056,-93.79083,Madison,50033
Birmingham,IA,Iowa,40.87861,-91.94667,Van Buren,52535
Blairsburg,IA,Iowa,42.47944,-93.64167,Hamilton,50034
Blairs,IA,Iowa,0,0,null,null
Blakesburg,IA,Iowa,40.96278,-92.63611,Wapello,52536
Blanchard,IA,Iowa,40.57972,-95.22083,Page,51630
Blencoe,IA,Iowa,41.93194,-96.08167,Monona,51523
Blockton,IA,Iowa,40.615851,-94.476654,Taylor,50836
Bloomfield,IA,Iowa,40.75111,-92.41694,Davis,52537-52538
Blue Grass,IA,Iowa,41.51194,-90.765,Muscatine,52726
Bode,IA,Iowa,42.86722,-94.28778,Humboldt,50519
Bonaparte,IA,Iowa,40.7,-91.80083,Van Buren,52620
Bondurant,IA,Iowa,41.69417,-93.46139,Polk,50035
Boone,IA,Iowa,42.06111,-93.88611,Boone,50036-50037
Bouton,IA,Iowa,41.85056,-94.00944,Dallas,50039
Boxholm,IA,Iowa,42.175,-94.10556,Boone,50040
Boyden,IA,Iowa,43.19028,-96.00361,Sioux,51234
Braddyville,IA,Iowa,40.57861,-95.02972,Page,51631
Bradgate,IA,Iowa,42.80333,-94.42028,Humboldt,50520
Brandon,IA,Iowa,42.31417,-92.00417,Buchanan,52210
Brayton,IA,Iowa,41.54528,-94.92583,Audubon,50042
Breda,IA,Iowa,42.18222,-94.97806,Carroll,51436
Bridgewater,IA,Iowa,41.24556,-94.66833,Adair,50837
Brighton,IA,Iowa,41.17333,-91.82083,Washington,52540
Bristow,IA,Iowa,42.77361,-92.90694,Butler,50611
Britt,IA,Iowa,43.09639,-93.80111,Hancock,50423
Bronson,IA,Iowa,42.40944,-96.21167,Woodbury,51007
Brooklyn,IA,Iowa,41.73222,-92.44361,Poweshiek,52211
Brunsville,IA,Iowa,42.80917,-96.26861,Plymouth,51008
Buckeye,IA,Iowa,42.41833,-93.37583,Hardin,50043
Buck Grove,IA,Iowa,41.91861,-95.39722,Crawford,null
Buffalo,IA,Iowa,41.45917,-90.72111,Scott,52728
Buffalo Center,IA,Iowa,43.38639,-93.94833,Winnebago,50424
Burlington,IA,Iowa,40.80806,-91.11583,Des Moines,52601
Burt,IA,Iowa,43.19806,-94.22167,Kossuth,50522
Bussey,IA,Iowa,41.20528,-92.88528,Marion,50044
Calamus,IA,Iowa,41.82667,-90.75972,Clinton,52729
Callender,IA,Iowa,42.3625,-94.29333,Webster,50523
Calmar,IA,Iowa,43.18194,-91.86639,Winneshiek,52132
Calumet,IA,Iowa,42.94611,-95.55194,O'Brien,51009
Camanche,IA,Iowa,41.78639,-90.26,Clinton,52730
Cambridge,IA,Iowa,41.898735,-93.529662,Story,50046
Cantril,IA,Iowa,40.64361,-92.06722,Van Buren,"52542, 52573"
Carbon,IA,Iowa,41.05028,-94.82528,Adams,50839
Carlisle,IA,Iowa,41.50111,-93.49028,Polk,50047
Carpenter,IA,Iowa,43.41556,-93.01722,Mitchell,50426
Carroll,IA,Iowa,42.06944,-94.86639,Carroll,51401
Carson,IA,Iowa,41.235744,-95.418427,Pottawattamie,51525
Carter Lake,IA,Iowa,41.29278,-95.91389,Pottawattamie,51510
Cascade,IA,Iowa,42.297535,-91.012215,Dubuque,52033
Casey,IA,Iowa,41.50611,-94.52,Adair,50048
Castalia,IA,Iowa,43.11222,-91.67722,Winneshiek,52133
Castana,IA,Iowa,42.0725,-95.90833,Monona,51010
Cedar Falls,IA,Iowa,42.52352,-92.446402,Black Hawk,50613
Cedar Rapids,IA,Iowa,41.98306,-91.66861,Linn,"52227, 52228, 52233, 52324, 52338, 52401-11, 52497-99"
Center Point,IA,Iowa,42.19056,-91.7825,Linn,52213
Centerville,IA,Iowa,40.729836,-92.872012,Appanoose,52544
Central,IA,Iowa,0,0,null,null
Centralia,IA,Iowa,42.47222,-90.83611,Dubuque,52068
Chariton,IA,Iowa,41.01611,-93.3075,Lucas,50049
Charles,IA,Iowa,0,0,null,null
Charlotte,IA,Iowa,41.96111,-90.46972,Clinton,52731
Charter Oak,IA,Iowa,42.06778,-95.58944,Crawford,51439
Chatsworth,IA,Iowa,42.91583,-96.51611,Sioux,51011
Chelsea,IA,Iowa,41.92,-92.39444,Tama,52215
Cherokee,IA,Iowa,42.75,-95.55,Cherokee,51012
Chester,IA,Iowa,43.49111,-92.36111,Howard,52134
Chillicothe,IA,Iowa,41.08639,-92.52889,Wapello,52548
Churdan,IA,Iowa,42.155,-94.47667,Greene,50050
Cincinnati,IA,Iowa,40.63028,-92.92361,Appanoose,52549
Clare,IA,Iowa,42.58778,-94.34361,Webster,50524
Clarence,IA,Iowa,41.88778,-91.05917,Cedar,52216
Clarinda,IA,Iowa,40.7375,-95.03583,Page,51632
Clarion,IA,Iowa,42.73111,-93.73111,Wright,50525-50526
Clarksville,IA,Iowa,42.78278,-92.66972,Butler,50619
Clayton,IA,Iowa,42.90306,-91.14806,Clayton,52049
Clearfield,IA,Iowa,40.8,-94.47639,Taylor,50840
Clear Lake,IA,Iowa,43.13639,-93.38,Cerro Gordo,50428
Cleghorn,IA,Iowa,42.81278,-95.71194,Cherokee,51014
Clemons,IA,Iowa,42.11417,-93.15833,Marshall,50051
Clermont,IA,Iowa,42.99944,-91.65472,Fayette,52135
Clinton,IA,Iowa,41.84694,-90.20722,Clinton,"52732-52734, 52736, 52771"
Clio,IA,Iowa,40.63639,-93.45028,Wayne,50052
Clive,IA,Iowa,41.6,-93.783,Dallas,50325
Clutier,IA,Iowa,42.07889,-92.40333,Tama,52217
Coburg,IA,Iowa,40.91667,-95.26583,Montgomery,null
Coggon,IA,Iowa,42.27917,-91.52972,Linn,52218
Coin,IA,Iowa,40.65694,-95.23417,Page,51636
Colesburg,IA,Iowa,42.64,-91.20111,Delaware,52035
Colfax,IA,Iowa,41.67583,-93.24444,Jasper,50054
College Springs,IA,Iowa,40.620878,-95.121941,Page,51637
Collins,IA,Iowa,41.9025,-93.30694,Story,50055
Colo,IA,Iowa,42.01694,-93.3175,Story,50056
Columbus,IA,Iowa,0,0,null,null
Columbus Junction,IA,Iowa,41.27833,-91.3625,Louisa,52738
Colwell,IA,Iowa,43.15694,-92.59306,Floyd,50620
Conesville,IA,Iowa,41.37944,-91.35028,Muscatine,52739
Conrad,IA,Iowa,42.225,-92.87222,Grundy,50621
Conway,IA,Iowa,40.74861,-94.61944,Taylor,50833
Coon Rapids,IA,Iowa,41.8725,-94.67667,Carroll,50058
Coppock,IA,Iowa,41.16278,-91.71611,Henry,52654
Coralville,IA,Iowa,41.68833,-91.58667,Johnson,52241
Corning,IA,Iowa,40.99139,-94.73694,Adams,50841
Correctionville,IA,Iowa,42.47667,-95.78472,Woodbury,51016
Corwith,IA,Iowa,42.99333,-93.95583,Hancock,50430
Corydon,IA,Iowa,40.75917,-93.31778,Wayne,50060
Cotter,IA,Iowa,41.29222,-91.46722,Louisa,52738
Coulter,IA,Iowa,42.73444,-93.36917,Franklin,50431
Council Bluffs,IA,Iowa,41.25,-95.867,Pottawattamie,51501-51503
Craig,IA,Iowa,42.89639,-96.31028,Plymouth,51031
Crawfordsville,IA,Iowa,41.21528,-91.53778,Washington,52621
Crescent,IA,Iowa,41.36361,-95.85889,Pottawattamie,51526
Cresco,IA,Iowa,43.37444,-92.115,Howard,52136
Creston,IA,Iowa,41.05917,-94.36444,Union,50801
Cromwell,IA,Iowa,41.04083,-94.4625,Union,50842
Crystal Lake,IA,Iowa,43.22361,-93.79194,Hancock,50432
Cumberland,IA,Iowa,41.27361,-94.87111,Cass,50843
Cumming,IA,Iowa,41.48583,-93.76194,Warren,50061
Curlew,IA,Iowa,42.98028,-94.7375,Palo Alto,50527
Cushing,IA,Iowa,42.465,-95.67639,Woodbury,51018
Cylinder,IA,Iowa,43.08917,-94.55,Palo Alto,50528
Dakota,IA,Iowa,42.72194,-94.20028,Humboldt,50529
Dallas Center,IA,Iowa,41.68444,-93.96083,Dallas,50063
Dana,IA,Iowa,42.10667,-94.24028,Greene,50064
Danbury,IA,Iowa,42.23611,-95.72167,Woodbury,51019
Danville,IA,Iowa,40.86389,-91.31583,Des Moines,52623
Davenport,IA,Iowa,41.54306,-90.59083,Scott,52801–52809
Davis,IA,Iowa,0,0,null,null
Dawson,IA,Iowa,41.84361,-94.22139,Dallas,50066
Dayton,IA,Iowa,42.26278,-94.06917,Webster,50530
Decatur,IA,Iowa,40.74222,-93.83278,Decatur,null
Decorah,IA,Iowa,43.30167,-91.79028,Winneshiek,52101
Dedham,IA,Iowa,41.90861,-94.82278,Carroll,51440
Deep River,IA,Iowa,41.58028,-92.37417,Poweshiek,52222
Defiance,IA,Iowa,41.82472,-95.34194,Shelby,51527
Delaware,IA,Iowa,42.47389,-91.34222,Delaware,52036
Delhi,IA,Iowa,42.42806,-91.33,Delaware,52223
Delmar,IA,Iowa,42.00167,-90.60778,Clinton,52037
Deloit,IA,Iowa,42.09722,-95.31917,Crawford,51441
Delphos,IA,Iowa,40.66306,-94.33944,Ringgold,50860
Delta,IA,Iowa,41.32417,-92.32944,Keokuk,52550
Denison,IA,Iowa,42.01722,-95.35111,Crawford,51442
Denver,IA,Iowa,42.67194,-92.33361,Bremer,50622
Derby,IA,Iowa,40.93083,-93.45694,Lucas,50068
Des Moines,IA,Iowa,41.59083,-93.62083,Polk,50301-50340-50310
De Soto,IA,Iowa,41.53111,-94.00833,Dallas,50069
DeWitt,IA,Iowa,41.82278,-90.54278,Clinton,52742
Dexter,IA,Iowa,41.51556,-94.22722,Dallas,50070
Diagonal,IA,Iowa,40.80889,-94.34139,Ringgold,50845
Dickens,IA,Iowa,43.13083,-95.02056,Clay,51333
Dike,IA,Iowa,42.46472,-92.62778,Grundy,50624
Dixon,IA,Iowa,41.74139,-90.78278,Scott,52745
Dolliver,IA,Iowa,43.46472,-94.615,Emmet,50531
Donahue,IA,Iowa,41.69528,-90.67472,Scott,52746
Donnellson,IA,Iowa,40.64333,-91.565,Lee,52625
Doon,IA,Iowa,43.27944,-96.23278,Lyon,51235
Dougherty,IA,Iowa,42.9225,-93.04111,Cerro Gordo,50433
Dow,IA,Iowa,0,0,null,null
Dows,IA,Iowa,42.65694,-93.50222,Franklin,50071
Drakesville,IA,Iowa,40.79917,-92.48111,Davis,52552
Dubuque,IA,Iowa,42.5,-90.69,Dubuque,"52001–52004, 52099"
Dumont,IA,Iowa,42.74944,-92.97222,Butler,50625
Duncombe,IA,Iowa,42.47,-93.99278,Webster,50532
Dundee,IA,Iowa,42.57889,-91.54722,Delaware,52038
Dunkerton,IA,Iowa,42.56833,-92.16,Black Hawk,50626
Dunlap,IA,Iowa,41.85389,-95.6,Harrison,51529
Durango,IA,Iowa,42.56,-90.77583,Dubuque,52039
Durant,IA,Iowa,41.60111,-90.90917,Cedar,52747
Dyersville,IA,Iowa,42.48139,-91.12083,Delaware,52040
Dysart,IA,Iowa,42.16889,-92.30806,Tama,52224
Eagle Grove,IA,Iowa,42.665,-93.9025,Wright,50533
Earlham,IA,Iowa,41.49306,-94.12361,Madison,50072
Earling,IA,Iowa,41.775,-95.41861,Shelby,51530
Earlville,IA,Iowa,42.48194,-91.27056,Delaware,52041
Early,IA,Iowa,42.46194,-95.15139,Sac,50535
East Peru,IA,Iowa,41.22722,-93.92528,Madison,50222
Eddyville,IA,Iowa,41.15833,-92.635,Mahaska,52553
Edgewood,IA,Iowa,42.64472,-91.40167,Clayton,"52042, 52044"
Elberon,IA,Iowa,42.00528,-92.3175,Tama,52225
Eldon,IA,Iowa,40.91778,-92.22028,Wapello,52554
Eldora,IA,Iowa,42.36028,-93.10139,Hardin,50627
