city,st,state,lat,lon,county,zip
Triana,AL,Alabama,34.5875,-86.73639,Madison,35758
Trinity,AL,Alabama,34.60389,-87.08611,Morgan,35673
Troy,AL,Alabama,31.80889,-85.97,Pike,"36079, 36081, 36082"
Trussville,AL,Alabama,33.62167,-86.59639,Jefferson,35173
Tuscaloosa,AL,Alabama,33.20667,-87.53472,Tuscaloosa,"35401-35407, 35485-35487"
Tuscumbia,AL,Alabama,34.73083,-87.70278,Colbert,35674
Tuskegee,AL,Alabama,32.43139,-85.70667,Macon,"36083, 36087, 36088"
Twin,AL,Alabama,34.00528,-87.85639,Marion,35563
Union,AL,Alabama,32.99417,-87.90528,Greene,null
Union Grove,AL,Alabama,34.4,-86.44611,Marshall,35175
Union Springs,AL,Alabama,32.14,-85.71278,Bullock,36089
Union,AL,Alabama,32.99417,-87.90528,Greene,null
Valley,AL,Alabama,32.81139,-85.17806,Chambers,36854
Valley Grande,AL,Alabama,32.4858469,-87.030369,Dallas,"36701, 36703"
Valley Head,AL,Alabama,34.56528,-85.61639,DeKalb,35989
Vance,AL,Alabama,33.16444,-87.23167,Bibb,35490
Vernon,AL,Alabama,33.75639,-88.11139,Lamar,35592
Vestavia Hills,AL,Alabama,33.43306,-86.77889,Jefferson,"35216, 35226, 35243, 35242"
Vina,AL,Alabama,34.375,-88.05361,Franklin,35593
Vincent,AL,Alabama,33.38583,-86.41,St. Clair,35178
Vredenburgh,AL,Alabama,31.82639,-87.32056,Monroe,36481
Wadley,AL,Alabama,33.12333,-85.56639,Randolph,36276
Waldo,AL,Alabama,33.39361,-86.03278,Talladega,null
Walnut Grove,AL,Alabama,34.06389,-86.27917,Etowah,35990
Warrior,AL,Alabama,33.81361,-86.81139,Blount,35180
Waterloo,AL,Alabama,34.91806,-88.06417,Lauderdale,35677
Waverly,AL,Alabama,32.73556,-85.57417,Chambers,36879
Weaver,AL,Alabama,33.75583,-85.80861,Calhoun,36277
Webb,AL,Alabama,31.26028,-85.28361,Houston,36376
Wedowee,AL,Alabama,33.30861,-85.48556,Randolph,36278
West Blocton,AL,Alabama,33.11861,-87.12278,Bibb,35184
West Jefferson,AL,Alabama,33.64972,-87.07111,Jefferson,null
Westover,AL,Alabama,33.34944,-86.54694,Shelby,35147; 35185; 35043; 35186; 35051; 35078
West Point,AL,Alabama,34.24139,-86.94306,Cullman,null
Wetumpka,AL,Alabama,32.54083,-86.20778,Elmore,36092-36093
White Hall,AL,Alabama,32.31389,-86.71389,Lowndes,null
Wilsonville,AL,Alabama,33.235,-86.48639,Shelby,35186
Wilton,AL,Alabama,33.08167,-86.87944,Shelby,35187
Winfield,AL,Alabama,33.92833,-87.80806,Fayette,35594
Woodland,AL,Alabama,33.37361,-85.39583,Randolph,36280
Woodstock,AL,Alabama,33.201248,-87.150242,Bibb,35188
Woodville,AL,Alabama,34.62667,-86.27472,Jackson,35776
Yellow Bluff,AL,Alabama,31.96,-87.48222,Wilcox,null
York,AL,Alabama,32.49333,-88.29778,Sumter,36925
Adak,AK,Alaska,51.872,-176.636,Aleutians West Census Area,99546
Akhiok,AK,Alaska,56.94444,-154.17028,Kodiak Island Borough,99615
Akiak,AK,Alaska,60.91,-161.21833,Bethel Census Area,99552
Akutan,AK,Alaska,54.1325,-165.775,Aleutians East Borough,99553
Alakanuk,AK,Alaska,62.68472,-164.64528,Kusilvak Census Area,99554
Aleknagik,AK,Alaska,59.27833,-158.62306,Dillingham Census Area,99555
Allakaket,AK,Alaska,66.56333,-152.64722,Yukon–Koyukuk Census Area,99720
Ambler,AK,Alaska,67.085,-157.86028,Northwest Arctic Borough,99786
Anaktuvuk Pass,AK,Alaska,68.14306,-151.73361,North Slope Borough,99721
Anchorage municipality,AK,Alaska,0,0,null,null
Anderson,AK,Alaska,64.34528,-149.19528,Denali Borough,99744
Angoon,AK,Alaska,57.49694,-134.57361,Hoonah–Angoon Census Area,99820
Aniak,AK,Alaska,61.57889,-159.55028,Bethel Census Area,99557
Anvik,AK,Alaska,62.65611,-160.20667,Yukon–Koyukuk Census Area,99558
Atka,AK,Alaska,52.19917,-174.21333,Aleutians West Census Area,99547
Atqasuk,AK,Alaska,70.47778,-157.41806,North Slope Borough,99791
Bethel,AK,Alaska,60.79222,-161.75583,Bethel Census Area,99559
Bettles,AK,Alaska,66.91333,-151.5225,Yukon–Koyukuk Census Area,99726
Brevig Mission,AK,Alaska,65.33417,-166.49306,Nome Census Area,99785
Buckland,AK,Alaska,65.98472,-161.12972,Northwest Arctic Borough,99727
Chefornak,AK,Alaska,60.15917,-164.26944,Bethel Census Area,99561
Chevak,AK,Alaska,61.52778,-165.57861,Kusilvak Census Area,99563
Chignik,AK,Alaska,56.29833,-158.40444,Lake and Peninsula Borough,"99548, 99564"
Chuathbaluk,AK,Alaska,61.57556,-159.24722,Bethel Census Area,null
Clark's Point,AK,Alaska,58.83256,-158.552542,Dillingham Census Area,null
Coffman Cove,AK,Alaska,56.01222,-132.82889,Prince of Wales–Hyder Census Area,99918
Cold Bay,AK,Alaska,55.20917,-162.71417,Aleutians East Borough,99571
Cordova,AK,Alaska,60.54361,-145.75194,Valdez–Cordova Census Area,99574
Craig,AK,Alaska,55.47639,-133.14833,Prince of Wales–Hyder Census Area,99921 [11]
Deering,AK,Alaska,66.07583,-162.71833,Northwest Arctic Borough,99736
Delta Junction,AK,Alaska,64.04778,-145.71861,Southeast Fairbanks Census Area,99737
Dillingham,AK,Alaska,59.04667,-158.50861,Dillingham Census Area,99576
Diomede,AK,Alaska,65.75833,-168.95167,Nome Census Area,99762
Eagle,AK,Alaska,64.7875,-141.20139,Southeast Fairbanks Census Area,99738
Edna Bay,AK,Alaska,55.97861,-133.67639,Prince of Wales–Hyder Census Area,null
Eek,AK,Alaska,60.21861,-162.02583,Bethel Census Area,99578
Egegik,AK,Alaska,58.21917,-157.35806,Lake and Peninsula Borough,99579
Ekwok,AK,Alaska,59.34917,-157.48528,Dillingham Census Area,99580
Elim,AK,Alaska,64.61778,-162.25667,Nome Census Area,99739
Emmonak,AK,Alaska,62.77722,-164.545,Kusilvak Census Area,99581
Fairbanks,AK,Alaska,64.84361,-147.72306,Fairbanks North Star Borough,"99701, 99702, 99703, 99705, 99706, 99707, 99708, 99709, 99710, 99711, 99712, 99714, 99716, 99725 (Ester), 99767, 99775-(UAF), 99790"
False Pass,AK,Alaska,54.855,-163.414,Aleutians East Borough,99583
Fort Yukon,AK,Alaska,66.5675,-145.25639,Yukon–Koyukuk Census Area,99740
Galena,AK,Alaska,64.74056,-156.88556,Yukon–Koyukuk Census Area,99741
Gambell,AK,Alaska,63.77611,-171.70083,Nome Census Area,99742
Golovin,AK,Alaska,64.54472,-163.0275,Nome Census Area,null
Goodnews Bay,AK,Alaska,59.12139,-161.58583,Bethel Census Area,99589
Grayling,AK,Alaska,62.91056,-160.06722,Yukon–Koyukuk Census Area,99590
Gustavus,AK,Alaska,58.41639,-135.74556,Hoonah–Angoon Census Area,99826
Holy Cross,AK,Alaska,62.19806,-159.77333,Yukon–Koyukuk Census Area,99602
Homer,AK,Alaska,59.64306,-151.52583,Kenai Peninsula Borough,99603
Hoonah,AK,Alaska,58.10944,-135.43639,Hoonah–Angoon Census Area,99829
Hooper Bay,AK,Alaska,61.52889,-166.09611,Kusilvak Census Area,99604
Houston,AK,Alaska,61.60833,-149.77361,Matanuska-Susitna Borough,99694
Hughes,AK,Alaska,66.04417,-154.25694,Yukon–Koyukuk Census Area,99745
Huslia,AK,Alaska,65.70194,-156.38722,Yukon–Koyukuk Census Area,99746
Hydaburg,AK,Alaska,55.20472,-132.82083,Prince of Wales–Hyder Census Area,99922
Juneau and,AK,Alaska,0,0,null,null
Kachemak,AK,Alaska,59.67333,-151.43306,Kenai Peninsula Borough,null
Kake,AK,Alaska,56.97083,-133.93389,Prince of Wales–Hyder Census Area,99830
Kaktovik,AK,Alaska,70.13278,-143.61611,North Slope Borough,99747
Kaltag,AK,Alaska,64.32528,-158.72694,Yukon–Koyukuk Census Area,99748
Kasaan,AK,Alaska,55.54167,-132.40194,Prince of Wales–Hyder Census Area,null
Kenai,AK,Alaska,60.55861,-151.22972,Kenai Peninsula Borough,"99611, 99635"
Ketchikan,AK,Alaska,55.35,-131.67333,Ketchikan Gateway Borough,"99901, 99950[6]"
Kiana,AK,Alaska,66.97167,-160.43028,Northwest Arctic Borough,99749
King Cove,AK,Alaska,55.07222,-162.31806,Aleutians East Borough,99612
Kivalina,AK,Alaska,67.72722,-164.53917,Northwest Arctic Borough,99750
Klawock,AK,Alaska,55.555,-133.08528,Prince of Wales–Hyder Census Area,99925
Kobuk,AK,Alaska,66.9175,-156.90694,Northwest Arctic Borough,99751
Kodiak,AK,Alaska,57.79306,-152.39417,Kodiak Island Borough,"99615, 99619, 99697"
Kotlik,AK,Alaska,63.03583,-163.56028,Kusilvak Census Area,99620
Kotzebue,AK,Alaska,66.89722,-162.58556,Northwest Arctic Borough,99752
Koyuk,AK,Alaska,64.93111,-161.15861,Nome Census Area,99753
Koyukuk,AK,Alaska,64.88167,-157.70444,Yukon–Koyukuk Census Area,99754
Kupreanof,AK,Alaska,56.8225,-132.9825,Petersburg Borough,null
Kwethluk,AK,Alaska,60.80222,-161.41861,Bethel Census Area,99621
Larsen Bay,AK,Alaska,57.53667,-153.99139,Kodiak Island Borough,99624
Lower Kalskag,AK,Alaska,61.51361,-160.35917,Bethel Census Area,99626
McGrath,AK,Alaska,62.95194,-155.57722,Yukon–Koyukuk Census Area,99627
Manokotak,AK,Alaska,58.98111,-159.05583,Dillingham Census Area,99628
Marshall,AK,Alaska,61.87806,-162.08472,Kusilvak Census Area,99585
Mekoryuk,AK,Alaska,60.38917,-166.20694,Bethel Census Area,99630
Mountain,AK,Alaska,0,0,null,null
Napakiak,AK,Alaska,60.69333,-161.97361,Bethel Census Area,99634
Napaskiak,AK,Alaska,60.70694,-161.76083,Bethel Census Area,99559
Nenana,AK,Alaska,64.55806,-149.09056,Yukon–Koyukuk Census Area,99760
Newhalen,AK,Alaska,59.72556,-154.89444,Lake and Peninsula Borough,null
New Stuyahok,AK,Alaska,59.45194,-157.31222,Dillingham Census Area,99636
Nightmute,AK,Alaska,60.49139,-164.82611,Bethel Census Area,99690
Nikolai,AK,Alaska,63.01083,-154.38389,Yukon–Koyukuk Census Area,99691
Nome,AK,Alaska,64.50389,-165.39944,Nome Census Area,99762
Nondalton,AK,Alaska,59.96694,-154.85167,Lake and Peninsula Borough,99640
Noorvik,AK,Alaska,66.83333,-161.04583,Northwest Arctic Borough,99763
North Pole,AK,Alaska,64.75111,-147.35194,Fairbanks North Star Borough,99705
Nuiqsut,AK,Alaska,70.21639,-151.00583,North Slope Borough,99789
Nulato,AK,Alaska,64.73,-158.11417,Yukon–Koyukuk Census Area,99765
Nunam Iqua,AK,Alaska,62.51611,-164.89528,Kusilvak Census Area,99666
Nunapitchuk,AK,Alaska,60.89639,-162.45444,Bethel Census Area,99641
Old Harbor,AK,Alaska,57.19722,-153.30778,Kodiak Island Borough,99643
Ouzinkie,AK,Alaska,57.92333,-152.50194,Kodiak Island Borough,99644
Palmer,AK,Alaska,61.60194,-149.11722,Matanuska-Susitna Borough,99645
Pelican,AK,Alaska,57.95833,-136.22417,Hoonah–Angoon Census Area,99832
Pilot Point,AK,Alaska,57.56028,-157.58222,Lake and Peninsula Borough,99649
Pilot Station,AK,Alaska,61.93611,-162.88333,Kusilvak Census Area,99650
Platinum,AK,Alaska,59.01306,-161.81639,Bethel Census Area,99651
Point Hope,AK,Alaska,68.34694,-166.76306,North Slope Borough,99766
Port Alexander,AK,Alaska,56.24,-134.65722,Prince of Wales–Hyder Census Area,99836
Port Heiden,AK,Alaska,56.94889,-158.65583,Lake and Peninsula Borough,99549
Port Lions,AK,Alaska,57.86806,-152.88,Kodiak Island Borough,99550
Quinhagak,AK,Alaska,59.75333,-161.90278,Bethel Census Area,99655
Ruby,AK,Alaska,64.73722,-155.48778,Yukon–Koyukuk Census Area,99768
Russian Mission,AK,Alaska,61.78556,-161.33417,Kusilvak Census Area,99657
St. George,AK,Alaska,56.60556,-169.55972,Aleutians West Census Area,99591
St. Mary's,AK,Alaska,62.04528,-163.21861,Kusilvak Census Area,99658
St. Michael,AK,Alaska,63.47111,-162.05306,Nome Census Area,99659
St. Paul,AK,Alaska,57.125,-170.28417,Aleutians West Census Area,99660
Sand Point,AK,Alaska,55.33667,-160.49333,Aleutians East Borough,99661
Savoonga,AK,Alaska,63.69667,-170.46083,Nome Census Area,99769
Saxman,AK,Alaska,55.32056,-131.59833,Ketchikan Gateway Borough,99901
Scammon Bay,AK,Alaska,61.8425,-165.58167,Kusilvak Census Area,99662
Selawik,AK,Alaska,66.59694,-160.01361,Northwest Arctic Borough,99770
Seldovia,AK,Alaska,59.43889,-151.7125,Kenai Peninsula Borough,99663
Seward,AK,Alaska,60.12444,-149.43333,Kenai Peninsula Borough,99664
Shageluk,AK,Alaska,62.65611,-159.53111,Yukon–Koyukuk Census Area,99665
Shaktoolik,AK,Alaska,64.35556,-161.19139,Nome Census Area,99771
Shishmaref,AK,Alaska,66.25556,-166.07222,Nome Census Area,99772
Shungnak,AK,Alaska,66.88583,-157.1375,Northwest Arctic Borough,99773
Sitka and,AK,Alaska,0,0,null,null
Soldotna,AK,Alaska,60.48667,-151.07528,Kenai Peninsula Borough,99669
Stebbins,AK,Alaska,63.51194,-162.27472,Nome Census Area,99671
Tanana,AK,Alaska,65.17056,-152.07583,Yukon–Koyukuk Census Area,99777
Teller,AK,Alaska,65.25722,-166.35389,Nome Census Area,99778
Tenakee Springs,AK,Alaska,57.77806,-135.21972,Hoonah–Angoon Census Area,99841
Thorne Bay,AK,Alaska,55.67722,-132.55611,Prince of Wales–Hyder Census Area,99919
Togiak,AK,Alaska,59.05917,-160.38306,Dillingham Census Area,99678
Toksook Bay,AK,Alaska,60.53056,-165.10333,Bethel Census Area,99637
Unalakleet,AK,Alaska,63.87889,-160.78972,Nome Census Area,99684
Unalaska,AK,Alaska,53.88889,-166.52722,Aleutians West Census Area,99685
Upper Kalskag,AK,Alaska,61.5375,-160.31611,Bethel Census Area,99607
Utqiagvik,AK,Alaska,71.29056,-156.78861,North Slope Borough,99723 [5]
Valdez,AK,Alaska,61.13083,-146.34833,Valdez–Cordova Census Area,99686
Wainwright,AK,Alaska,70.64722,-160.01611,North Slope Borough,99782
Wales,AK,Alaska,65.61222,-168.08917,Nome Census Area,99783
Wasilla,AK,Alaska,61.58167,-149.4525,Matanuska-Susitna Borough,"99629, 99654, 99687"
Whale Pass,AK,Alaska,56.1125,-133.14194,Prince of Wales–Hyder Census Area,"99927, 99950"
White Mountain,AK,Alaska,64.68083,-163.40667,Nome Census Area,99784
Whittier,AK,Alaska,60.77417,-148.67778,Valdez–Cordova Census Area,99693
Wrangell and,AK,Alaska,0,0,null,null
Apache Junction,AZ,Arizona,33.415,-111.54611,Maricopa,85119–85120
Avondale,AZ,Arizona,33.43361,-112.34972,Maricopa,"85323, 85392"
Benson,AZ,Arizona,31.95556,-110.30667,Cochise,85602
Bisbee,AZ,Arizona,31.44806,-109.92833,Cochise,85603
Buckeye,AZ,Arizona,33.37056,-112.59083,Maricopa,"85326, 85396"
Bullhead,AZ,Arizona,0,0,null,null
Camp Verde,AZ,Arizona,34.56667,-111.85611,Yavapai,86322
Carefree,AZ,Arizona,33.82722,-111.92361,Maricopa,85377
Casa Grande,AZ,Arizona,32.88583,-111.74389,Pinal,"85122, 85130, 85193"
Cave Creek,AZ,Arizona,33.83333,-111.95083,Maricopa,"85327, 85331"
Chandler,AZ,Arizona,33.3,-111.833,Maricopa,"85224–85225, 85246–85249, 85286"
Chino Valley,AZ,Arizona,34.75833,-112.44972,Yavapai,86323
Clarkdale,AZ,Arizona,34.767,-112.05,Yavapai,86324
Clifton,AZ,Arizona,33.04056,-109.30083,Greenlee,85533
Colorado,AZ,Arizona,0,0,null,null
Coolidge,AZ,Arizona,32.97722,-111.52306,Pinal,85128
Cottonwood,AZ,Arizona,34.73222,-112.01861,Yavapai,86326
Dewey-Humboldt,AZ,Arizona,34.5325,-112.2525,Yavapai,null
Douglas,AZ,Arizona,31.345,-109.54139,Cochise,"85607, 85608, 85655"
Duncan,AZ,Arizona,32.72583,-109.09778,Greenlee,85534
Eagar,AZ,Arizona,34.10667,-109.29278,Apache,85925
El Mirage,AZ,Arizona,33.60889,-112.32472,Maricopa,85335
Eloy,AZ,Arizona,32.76361,-111.6,Pinal,85131
Flagstaff,AZ,Arizona,35.19917,-111.63111,Coconino,"86001–86002, 86004, 86011"
Florence,AZ,Arizona,33.03861,-111.38694,Pinal,"85132, 85128, 85179"
Fountain Hills,AZ,Arizona,33.6,-111.72,Maricopa,85268-85269
Fredonia,AZ,Arizona,36.94944,-112.52167,Coconino,"86022, 86052"
Gila Bend,AZ,Arizona,32.94778,-112.71694,Maricopa,85337
Gilbert,AZ,Arizona,33.35278,-111.78889,Maricopa,"85233, 85234, 85295, 85296, 85297"
Glendale,AZ,Arizona,33.53861,-112.18639,Maricopa,85301-85318
Globe,AZ,Arizona,33.39972,-110.78167,Gila,85501-85502
Goodyear,AZ,Arizona,33.45,-112.35833,Maricopa,"85338, 85395"
Guadalupe,AZ,Arizona,33.36667,-111.9625,Maricopa,85283
Hayden,AZ,Arizona,33.00472,-110.78528,Gila,null
Holbrook,AZ,Arizona,34.90722,-110.16278,Navajo,86025
Huachuca,AZ,Arizona,0,0,null,null
Jerome,AZ,Arizona,34.74889,-112.11389,Yavapai,86331
Kearny,AZ,Arizona,33.05417,-110.90889,Pinal,85137
Kingman,AZ,Arizona,35.20833,-114.02583,Mohave,"86401, 86402, 86409"
Lake Havasu,AZ,Arizona,0,0,null,null
Litchfield Park,AZ,Arizona,33.49333,-112.35833,Maricopa,85340
Mammoth,AZ,Arizona,32.72222,-110.64417,Pinal,85618
Marana,AZ,Arizona,32.38667,-111.12556,Pima,"85653, 85658, 85743"
Maricopa,AZ,Arizona,33.05667,-112.04667,Pinal,"85138, 85139"
Mesa,AZ,Arizona,33.42222,-111.82278,Maricopa,85200-85299
Miami,AZ,Arizona,33.3967,-110.8717,Gila,85539
Nogales,AZ,Arizona,31.34028,-110.93417,Santa Cruz,85600-85699
Oro Valley,AZ,Arizona,32.42111,-110.97611,Pima,"85704, 85737, 85742, 85755"
Page,AZ,Arizona,36.91417,-111.45972,Coconino,"86036, 86040"
Paradise Valley,AZ,Arizona,33.54472,-111.95639,null,85253
Parker,AZ,Arizona,34.14472,-114.28972,La Paz,85344
Patagonia,AZ,Arizona,31.53944,-110.75611,Santa Cruz,85624
Payson,AZ,Arizona,34.23944,-111.3275,Gila,"85541, 85547"
Peoria,AZ,Arizona,33.5825,-112.23861,Maricopa,"85345, 85381, 85382, 8538385373 (Sun City)85387 (Morristown)"
Phoenix,AZ,Arizona,33.45,-112.067,Maricopa,85001–85099
Pima,AZ,Arizona,32.88861,-109.82833,Graham,"85535, 85543"
Pinetop-Lakeside,AZ,Arizona,34.14194,-109.96417,Navajo,"85929, 85935"
Prescott,AZ,Arizona,34.54,-112.46861,Yavapai,86300-86399
Prescott Valley,AZ,Arizona,34.60222,-112.32194,Yavapai,"86312, 86314, 86315"
Quartzsite,AZ,Arizona,33.66389,-114.23,La Paz,"85346, 85359"
Queen Creek,AZ,Arizona,33.24861,-111.63417,Maricopa,85142
Safford,AZ,Arizona,32.82333,-109.71472,Graham,"85546, 85548"
Sahuarita,AZ,Arizona,31.92917,-110.98222,Pima,85629
St. Johns,AZ,Arizona,34.50194,-109.37167,Apache,85936
San Luis,AZ,Arizona,32.49611,-114.76833,Yuma,"85349, 85336, 85350"
Scottsdale,AZ,Arizona,33.5,-111.933,Maricopa,85250–85271
Sedona,AZ,Arizona,34.86972,-111.76111,Coconino,86336
Show Low,AZ,Arizona,34.24361,-110.04806,Navajo,"85901, 85902, 85911"
Sierra Vista,AZ,Arizona,31.54556,-110.27639,Cochise,85600-85699
Snowflake,AZ,Arizona,34.52222,-110.09139,Navajo,"85937, 85942"
Somerton,AZ,Arizona,32.59722,-114.71222,Yuma,85350
South Tucson,AZ,Arizona,32.19611,-110.96889,Pima,85713
Springerville,AZ,Arizona,34.13639,-109.27917,Apache,85938
Star Valley,AZ,Arizona,33.35111,-110.46,Gila,null
Superior,AZ,Arizona,33.28889,-111.10389,Pinal,85173
Surprise,AZ,Arizona,33.63056,-112.36667,Maricopa,"85374, 85378-85379, 85387-85388"
Taylor,AZ,Arizona,34.46583,-110.10444,Navajo,85939
Tempe,AZ,Arizona,33.41278,-111.94306,Maricopa,"85281, 85282, 85283, 85284, 85285, 85287"
Thatcher,AZ,Arizona,32.83278,-109.76278,Graham,85552
Tolleson,AZ,Arizona,33.45,-112.25944,Maricopa,85353
Tombstone,AZ,Arizona,31.71583,-110.06472,Cochise,85638
Tucson,AZ,Arizona,32.22167,-110.92639,Pima,85701-85775
Tusayan,AZ,Arizona,35.97556,-112.12917,Coconino,86023
Wellton,AZ,Arizona,32.67139,-114.14083,Yuma,85356
Wickenburg,AZ,Arizona,33.965,-112.74806,Maricopa,"85358, 85390"
Willcox,AZ,Arizona,32.25556,-109.83556,Cochise,85643-85644
Williams,AZ,Arizona,35.24944,-112.19,Coconino,86046
Winkelman,AZ,Arizona,32.98806,-110.77028,Gila,85192
Winslow,AZ,Arizona,35.02861,-110.70083,Navajo,86047
Young,AZ,Arizona,34.10139,-110.96361,Gila,85554
Yuma,AZ,Arizona,32.69222,-114.61528,Yuma,"85364–85367, 85369"
Adona,AR,Arkansas,35.03944,-92.89889,Perry,72001
Alexander,AR,Arkansas,34.63139,-92.44417,Pulaski,72002
Alicia,AR,Arkansas,35.89444,-91.08361,Lawrence,72410
Allport,AR,Arkansas,34.53944,-91.785,Lonoke,72046
Alma,AR,Arkansas,35.48806,-94.22083,Crawford,72921
Almyra,AR,Arkansas,34.40583,-91.41194,Arkansas,72003
Alpena,AR,Arkansas,36.29361,-93.29611,Boone,72611
Altheimer,AR,Arkansas,34.31925,-91.847361,Jefferson,72004
Altus,AR,Arkansas,35.45472,-93.77194,Franklin,72821
Amagon,AR,Arkansas,35.5625,-91.10972,Jackson,72005
Amity,AR,Arkansas,34.26611,-93.46417,Clark,71920-71921
Anthonyville,AR,Arkansas,35.03944,-90.34083,Crittenden,null
Antoine,AR,Arkansas,34.03611,-93.42167,Pike,71922
Arkadelphia,AR,Arkansas,34.12194,-93.06611,Clark,"71923, 71998, 71999"
Arkansas,AR,Arkansas,33.60889,-91.20361,Desha,71630
Ashdown,AR,Arkansas,33.67333,-94.12722,Little River,71822
Ash Flat,AR,Arkansas,36.23111,-91.60917,Sharp,72513
Atkins,AR,Arkansas,35.24361,-92.93833,Pope,72823
Aubrey,AR,Arkansas,34.71806,-90.89944,Lee,72311
Augusta,AR,Arkansas,35.28639,-91.36083,Woodruff,72006
Austin,AR,Arkansas,35.00528,-91.98917,Lonoke,72007
Avoca,AR,Arkansas,36.40139,-94.07083,Benton,72711
Bald Knob,AR,Arkansas,35.31167,-91.57,White,72010
Banks,AR,Arkansas,33.57667,-92.26806,Bradley,71631
Barling,AR,Arkansas,35.32278,-94.30056,Sebastian,72923
Bassett,AR,Arkansas,35.53583,-90.12611,Mississippi,72313
Batesville,AR,Arkansas,35.77361,-91.64139,Independence,"72501, 72503"
Bauxite,AR,Arkansas,34.55556,-92.52139,Saline,72011
Bay,AR,Arkansas,35.74528,-90.56278,Craighead,72411
Bearden,AR,Arkansas,33.72611,-92.6175,Ouachita,71720
Beaver,AR,Arkansas,36.47556,-93.77111,Carroll,72613
Beebe,AR,Arkansas,35.07139,-91.89194,White,72012
Beedeville,AR,Arkansas,35.42972,-91.10861,Jackson,72014
Bella Vista,AR,Arkansas,36.46889,-94.26861,Benton,"72714, 72715"
Bellefonte,AR,Arkansas,36.2,-93.04694,Boone,null
Belleville,AR,Arkansas,35.09167,-93.44917,Yell,72824
Ben Lomond,AR,Arkansas,33.835,-94.12167,Sevier,71823
Benton,AR,Arkansas,34.57083,-92.57694,Saline,"72015, 72018-19, 72158"
Bentonville,AR,Arkansas,36.36667,-94.21333,Benton,"72712, 72713, 72716"
Bergman,AR,Arkansas,36.31278,-93.01111,Boone,72615
Berryville,AR,Arkansas,36.36472,-93.56806,Carroll,72616
Bethel Heights,AR,Arkansas,36.22278,-94.12778,Benton,72764[3]
Bigelow,AR,Arkansas,34.99917,-92.63111,Perry,72016
Big Flat,AR,Arkansas,36.00278,-92.40944,Baxter,72617
Biggers,AR,Arkansas,36.33222,-90.8075,Randolph,72413
Birdsong,AR,Arkansas,35.45917,-90.26056,Mississippi,null
Black Oak,AR,Arkansas,35.83639,-90.3675,Craighead,72414
Black Rock,AR,Arkansas,36.10778,-91.09889,Lawrence,72415
Black Springs,AR,Arkansas,34.46111,-93.71278,Montgomery,null
Blevins,AR,Arkansas,33.87111,-93.57667,Hempstead,71825
Blue Eye,AR,Arkansas,36.49778,-93.39806,Carroll,null
Blue Mountain,AR,Arkansas,35.13083,-93.71222,Logan,72826
Bluff,AR,Arkansas,0,0,null,null
Blytheville,AR,Arkansas,35.93083,-89.91389,Mississippi,"72315, 72316, 72319"
Bodcaw,AR,Arkansas,33.55667,-93.40139,Nevada,null
Bonanza,AR,Arkansas,35.23778,-94.42889,Sebastian,72916
Bono,AR,Arkansas,35.91056,-90.79667,Craighead,72416
Booneville,AR,Arkansas,35.13972,-93.92139,Logan,72927
Bradford,AR,Arkansas,35.42361,-91.45528,White,72020
Bradley,AR,Arkansas,33.09861,-93.6575,Lafayette,71826
Branch,AR,Arkansas,35.30861,-93.95556,Franklin,72928
Briarcliff,AR,Arkansas,36.27139,-92.28056,Baxter,null
Brinkley,AR,Arkansas,34.89028,-91.19167,Monroe,72021
Brookland,AR,Arkansas,35.9025,-90.58167,Craighead,72417
Bryant,AR,Arkansas,34.61361,-92.49139,Saline,"72022, 72089"
Buckner,AR,Arkansas,33.35806,-93.43667,Lafayette,71827
Bull Shoals,AR,Arkansas,36.38083,-92.58556,Marion,72619
Burdette,AR,Arkansas,35.81889,-89.94306,Mississippi,72321
Cabot,AR,Arkansas,34.97278,-92.02222,Lonoke,72023
Caddo Valley,AR,Arkansas,34.19944,-93.07694,Clark,71923
Caldwell,AR,Arkansas,35.07444,-90.80944,St. Francis,null
Cale,AR,Arkansas,33.63111,-93.2425,Nevada,71828
Calico Rock,AR,Arkansas,36.1225,-92.13361,Izard,72519
Calion,AR,Arkansas,33.32611,-92.53861,Union,71724
Camden,AR,Arkansas,33.57083,-92.835,Ouachita,"71701, 71711"
Cammack,AR,Arkansas,0,0,null,null
Campbell Station,AR,Arkansas,35.66583,-91.2475,Jackson,null
Caraway,AR,Arkansas,35.75917,-90.32306,Craighead,72419
